time,x_m,y_m,z_m
27.0261,0.4015,0.0498,1.2779
27.0580,0.4444,0.0505,1.2011
27.0908,0.4873,0.0502,1.1264
27.1246,0.5305,0.0512,1.0497
27.1580,0.5729,0.0533,0.9740
27.1906,0.6149,0.0530,0.8978
27.2246,0.6577,0.0533,0.8243
27.2571,0.7010,0.0568,0.7503
27.2903,0.7425,0.0594,0.6794
27.3271,0.7682,0.0709,0.6109
27.3579,0.7753,0.0849,0.5622
27.3936,0.7643,0.1012,0.5326
27.5068,0.7158,0.1035,0.5447
27.5346,0.6353,0.1161,0.6310
27.5591,0.5486,0.1197,0.7577
27.6775,0.4529,0.1287,0.9558
28.2246,0.3618,0.1108,1.1420
28.2589,0.2908,0.1224,1.2895
28.2932,0.2299,0.1299,1.3992
28.3274,0.1841,0.1355,1.4812
28.3603,0.1607,0.1403,1.5458
28.3931,0.1481,0.1425,1.5883
28.4254,0.1458,0.1449,1.6117
28.4589,0.1511,0.1232,1.6179
28.4933,0.1642,0.1047,1.6098
28.5271,0.1828,0.1085,1.5920
28.5596,0.2073,0.1150,1.5640
28.5922,0.2361,0.1225,1.5278
28.6259,0.2678,0.1235,1.4850
28.6586,0.3020,0.1255,1.4381
28.6918,0.3384,0.1274,1.3866
28.7256,0.3775,0.1303,1.3340
28.7591,0.4172,0.1279,1.2747
28.7932,0.4577,0.1253,1.2127
28.8259,0.4979,0.1232,1.1468
28.8584,0.5403,0.1228,1.0835
28.8937,0.5836,0.1236,1.0177
28.9263,0.6258,0.1222,0.9493
28.9585,0.6691,0.1226,0.8804
28.9945,0.7136,0.1174,0.8121
29.0277,0.7592,0.1129,0.7451
29.0588,0.7987,0.1084,0.6803
29.0922,0.8210,0.1059,0.6213
29.1262,0.8266,0.1016,0.5750
29.1589,0.8146,0.0982,0.5409
29.1926,0.7878,0.0988,0.5283
29.2264,0.7492,0.0970,0.5411
29.2598,0.7018,0.0996,0.5869
29.2945,0.6449,0.1050,0.6540
29.3256,0.5853,0.1111,0.7594
29.3604,0.5194,0.1234,0.8916
29.3928,0.4548,0.1289,1.0222
29.4260,0.3854,0.1349,1.1389
29.4591,0.3090,0.1393,1.2446
