time,x_m,y_m,z_m
27.2242,1.3168,0.0108,1.8694
27.2722,1.3224,0.0124,1.8680
27.3125,1.3058,0.0141,1.8429
27.3667,1.2704,0.0174,1.7900
27.4081,1.1980,0.0182,1.6964
27.4577,1.1173,0.0167,1.5946
27.5062,1.0297,0.0145,1.4902
27.5401,0.9203,0.0161,1.3460
27.5795,0.8111,0.0157,1.2083
27.6321,0.7007,0.0159,1.0624
27.6695,0.5825,0.0172,0.9007
27.7099,0.4905,0.0159,0.7856
27.7569,0.4154,0.0140,0.6877
27.7980,0.3536,0.0125,0.6016
27.8403,0.3049,0.0107,0.5338
27.8867,0.2660,0.0096,0.4733
27.9325,0.2356,0.0084,0.4217
27.9747,0.2144,0.0075,0.3832
28.0050,0.1980,0.0065,0.3503
28.0547,0.1862,0.0060,0.3250
28.1029,0.1771,0.0053,0.3034
28.1431,0.1741,0.0049,0.2875
28.2004,0.1734,0.0056,0.2818
28.2395,0.1748,0.0068,0.2819
28.2888,0.1774,0.0088,0.2845
28.3381,0.1806,0.0102,0.2866
28.3808,0.1852,0.0128,0.2933
28.4228,0.1887,0.0152,0.2966
28.4570,0.1926,0.0178,0.3042
28.5050,0.1950,0.0174,0.3058
28.5459,0.1969,0.0184,0.3097
28.5996,0.1985,0.0196,0.3154
28.6405,0.1999,0.0208,0.3203
28.6905,0.2006,0.0215,0.3220
28.7284,0.2012,0.0227,0.3258
28.7709,0.2012,0.0231,0.3267
28.8117,0.2013,0.0235,0.3275
28.8579,0.2009,0.0228,0.3257
28.9034,0.2005,0.0217,0.3241
28.9409,0.2002,0.0213,0.3228
28.9789,0.2004,0.0210,0.3241
29.0327,0.2001,0.0202,0.3228
29.0750,0.1990,0.0185,0.3168
29.1195,0.1989,0.0185,0.3165
29.1683,0.1984,0.0180,0.3139
29.2060,0.1971,0.0158,0.3066
29.2518,0.1969,0.0158,0.3055
29.2917,0.1967,0.0167,0.3045
29.3389,0.1956,0.0154,0.2986
29.3747,0.1947,0.0143,0.2937
29.4206,0.1948,0.0144,0.2945
29.4670,0.1950,0.0148,0.2951
29.5044,0.1951,0.0144,0.2957
29.5528,0.1961,0.0148,0.2961
29.6032,0.1975,0.0161,0.2990
29.6465,0.1987,0.0168,0.3014
29.6870,0.1993,0.0160,0.2985
29.7244,0.2002,0.0159,0.2985
29.7739,0.2024,0.0166,0.3034
29.8188,0.2039,0.0164,0.3026
29.8634,0.2051,0.0170,0.3045
29.9064,0.2062,0.0163,0.3035
29.9373,0.2066,0.0154,0.3002
29.9782,0.2066,0.0140,0.2949
30.0261,0.2065,0.0137,0.2930
30.0683,0.2065,0.0132,0.2913
30.1070,0.2073,0.0140,0.2948
30.1449,0.2079,0.0158,0.3003
30.1963,0.2067,0.0148,0.2950
30.2408,0.2056,0.0156,0.2931
30.2865,0.2051,0.0159,0.2914
30.3314,0.2053,0.0163,0.2899
30.3828,0.2044,0.0162,0.2862
30.4281,0.2037,0.0152,0.2831
30.4747,0.2017,0.0148,0.2779
30.5268,0.2004,0.0138,0.2734
30.5701,0.1979,0.0133,0.2671
30.6116,0.1967,0.0114,0.2617
30.6609,0.1957,0.0113,0.2597
30.7030,0.1948,0.0103,0.2580
30.7359,0.1940,0.0110,0.2617
30.7649,0.1924,0.0105,0.2598
30.8019,0.1905,0.0091,0.2555
30.8472,0.1885,0.0080,0.2494
30.8972,0.1868,0.0069,0.2441
30.9396,0.1853,0.0061,0.2370
30.9843,0.1851,0.0058,0.2362
31.0346,0.1848,0.0056,0.2355
31.0706,0.1852,0.0053,0.2322
31.1126,0.1860,0.0050,0.2295
31.1669,0.1862,0.0045,0.2245
31.2083,0.1875,0.0041,0.2203
31.2534,0.1890,0.0045,0.2192
31.3067,0.1898,0.0038,0.2158
31.3555,0.1910,0.0043,0.2154
31.4083,0.1915,0.0036,0.2125
31.4390,0.1919,0.0039,0.2127
31.4808,0.1917,0.0043,0.2129
31.5144,0.1914,0.0048,0.2182
31.5721,0.1898,0.0043,0.2150
31.6253,0.1844,0.0054,0.2016
31.6676,0.1788,0.0058,0.1903
31.7075,0.1709,0.0057,0.1781
31.7534,0.1626,0.0060,0.1649
31.8002,0.1539,0.0064,0.1482
31.8423,0.1450,0.0057,0.1369
31.8847,0.1363,0.0056,0.1244
31.9347,0.1267,0.0057,0.1111
31.9745,0.1164,0.0063,0.0970
32.0345,0.1066,0.0068,0.0850
32.0765,0.1058,0.0067,0.0831
32.1111,0.1125,0.0057,0.0896
32.1560,0.1259,0.0064,0.1002
32.2025,0.1453,0.0069,0.1194
32.2395,0.1743,0.0062,0.1554
32.2877,0.2047,0.0063,0.1952
32.3391,0.2354,0.0079,0.2289
32.3799,0.2732,0.0087,0.2751
32.4210,0.3094,0.0081,0.3186
32.4745,0.3460,0.0085,0.3617
32.5208,0.3877,0.0074,0.4122
32.5697,0.4288,0.0065,0.4646
32.6235,0.4732,0.0058,0.5164
32.6665,0.5149,0.0128,0.5603
32.7191,0.5573,0.0207,0.5659
32.7735,0.5948,0.0274,0.5727
32.8153,0.6296,0.0250,0.6060
32.8587,0.6618,0.0219,0.6396
32.8996,0.6887,0.0206,0.6571
32.9379,0.7151,0.0196,0.6757
32.9788,0.7390,0.0168,0.6818
33.0270,0.7598,0.0143,0.6851
33.0725,0.7779,0.0124,0.6839
33.1035,0.7949,0.0123,0.6705
33.1864,0.8062,0.0176,0.6303
33.2263,0.8135,0.0232,0.5793
33.3087,0.8385,0.0231,0.5499
33.3490,0.8614,0.0210,0.5318
33.4009,0.8674,0.0259,0.4690
33.4409,0.8894,0.0250,0.4310
33.4838,0.9172,0.0249,0.3957
33.5288,0.9452,0.0212,0.3785
33.5728,0.9737,0.0192,0.3559
33.6170,1.0057,0.0173,0.3259
33.6541,1.0352,0.0169,0.2921
33.6925,1.0652,0.0156,0.2632
33.7360,1.0948,0.0141,0.2357
33.7839,1.1280,0.0127,0.2091
33.8241,1.1611,0.0114,0.1777
33.8655,1.1936,0.0122,0.1389
33.9084,1.2231,0.0119,0.1207
33.9523,1.2524,0.0124,0.0992
33.9987,1.2865,0.0137,0.0429
34.0401,1.3145,0.0163,-0.0151
34.0809,1.3181,0.0144,-0.0371
34.1223,1.3125,0.0138,-0.0554
34.1690,1.2988,0.0131,-0.0737
34.2049,1.2738,0.0115,-0.0886
34.2510,1.2470,0.0102,-0.1042
34.2865,1.2191,0.0099,-0.1205
34.3311,1.1889,0.0085,-0.1308
34.3757,1.1580,0.0079,-0.1393
34.4247,1.1214,0.0070,-0.1558
34.4649,1.0839,0.0065,-0.1663
34.5065,1.0462,0.0056,-0.1782
34.5521,1.0042,0.0055,-0.1878
34.5989,0.9630,0.0058,-0.2058
34.6309,0.9157,0.0058,-0.2171
34.6854,0.8682,0.0058,-0.2197
34.7327,0.8209,0.0050,-0.2216
34.7971,0.7688,0.0054,-0.2194
34.8640,0.7119,0.0062,-0.2169
34.9115,0.6567,0.0063,-0.2145
34.9697,0.6039,0.0068,-0.2089
35.0185,0.5409,0.0076,-0.2065
35.0654,0.4810,0.0098,-0.2042
35.1137,0.4189,0.0101,-0.1953
35.1627,0.3646,0.0086,-0.1754
35.2113,0.3218,0.0074,-0.1467
35.2490,0.2962,0.0073,-0.1085
35.2866,0.2807,0.0081,-0.0792
35.3446,0.2777,0.0095,-0.0409
35.3928,0.2943,0.0119,0.0188
35.4390,0.3164,0.0127,0.0787
35.4844,0.3557,0.0115,0.1639
35.5273,0.3960,0.0104,0.2381
35.5789,0.4384,0.0127,0.3069
35.6343,0.4934,0.0127,0.4013
35.6760,0.5589,0.0128,0.5006
35.7274,0.6246,0.0166,0.6068
35.7726,0.6905,0.0164,0.6996
35.8234,0.7636,0.0143,0.8027
35.8842,0.8354,0.0148,0.9009
35.9322,0.9186,0.0152,1.0057
35.9787,1.0040,0.0164,1.1025
36.0489,1.0949,0.0438,1.2048
36.0938,1.1744,0.0381,1.2847
